"search-number","evaluation","evals-requested-so-far","number-of-nodes*","network-method*","technology-diffusion-method*","word-of-mouth?*","seeding-percentage*","debug?*","innovation*","p_leader_social*","p_mainstream_social*","p_hedonistic_social*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","291","306","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.13394187143041938","0.43740579646836364","1","""1175803506""","4.159","4.159","4.159","0","4.159"
"1","292","307","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.02166615542316122","0.39758639775751964","1","""-1344018291""","6.93","6.93","6.93","0","6.93"
"1","293","308","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.14840226330249304","0.43740579646836364","1","""-943451810""","8.968","8.968","8.968","0","8.968"
"1","294","309","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.38619178701316087","1","""-282692310""","11.692999999999998","11.692999999999998","11.692999999999998","0","11.692999999999998"
"1","295","310","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.08463606056451267","0.43740579646836364","1","""21014719""","6.821999999999998","6.821999999999998","6.821999999999998","0","6.821999999999998"
"1","296","311","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","0.7680358386900081","""-212414311""","9.565000000000001","9.565000000000001","9.565000000000001","0","9.565000000000001"
"1","297","312","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.4182960418939976","1","""1046333108""","5.632000000000001","5.632000000000001","5.632000000000001","0","5.632000000000001"
"1","298","313","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","0.9571256428845042","""-166131175""","8.526000000000002","8.526000000000002","8.526000000000002","0","8.526000000000002"
"1","299","314","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0.016596169780053998","0.43740579646836364","1","""-701695376""","6.828000000000002","6.828000000000002","6.828000000000002","0","6.828000000000002"
"1","300","315","1000","""suslab""","""schwarz""","false","0","false","""showerhead""","0","0.43740579646836364","0.914620222625287","""2092076681""","6.439","6.439","6.439","0","6.439"
